 0.87425     0.01768
 0.87168     0.01801
 0.87045     0.01817
 0.86956     0.01828
 0.86876     0.01837
 0.86795     0.01847
 0.86707     0.01857
 0.86608     0.01868
 0.86499     0.01881
 0.86382     0.01895
 0.86255     0.01910
 0.86122     0.01926
 0.85982     0.01943
 0.85835     0.01961
 0.85684     0.01980
 0.85529     0.01999
 0.85370     0.02019
 0.85208     0.02039
 0.85042     0.02060
 0.84874     0.02081
 0.84701     0.02103
 0.84526     0.02125
 0.84346     0.02148
 0.84162     0.02170
 0.83975     0.02193
 0.83781     0.02216
 0.83577     0.02241
 0.83359     0.02266
 0.83124     0.02294
 0.82867     0.02323
 0.82586     0.02356
 0.82277     0.02391
 0.81935     0.02430
 0.81555     0.02474
 0.81128     0.02524
 0.80648     0.02580
 0.80107     0.02644
 0.79499     0.02716
 0.78815     0.02799
 0.78048     0.02893
 0.77190     0.02999
 0.76228     0.03118
 0.75148     0.03252
 0.73937     0.03403
 0.72581     0.03571
 0.71066     0.03759
 0.69378     0.03967
 0.67503     0.04197
 0.65443     0.04448
 0.63229     0.04716
 0.60900     0.04994
 0.58492     0.05278
 0.56043     0.05562
 0.53590     0.05840
 0.51170     0.06106
 0.49084     0.06327
 0.46448     0.06593
 0.43833     0.06834
 0.41235     0.07043
 0.38643     0.07220
 0.36048     0.07363
 0.33443     0.07475
 0.30831     0.07559
 0.28224     0.07617
 0.25630     0.07646
 0.23060     0.07640
 0.20522     0.07597
 0.18033     0.07508
 0.15611     0.07368
 0.13286     0.07168
 0.11103     0.06903
 0.09104     0.06566
 0.07318     0.06153
 0.05767     0.05685
 0.04468     0.05195
 0.03417     0.04712
 0.02579     0.04253
 0.01916     0.03817
 0.01390     0.03404
 0.00977     0.03007
 0.00658     0.02623
 0.00422     0.02249
 0.00255     0.01888
 0.00130     0.01551
 0.00041     0.01237
 0.00004     0.00941
 0.00028     0.00648
 0.00111     0.00343
 0.00247     0.00029
 0.00456    -0.00280
 0.00746    -0.00576
 0.01125    -0.00854
 0.01601    -0.01121
 0.02198    -0.01390
 0.02954    -0.01686
 0.03916    -0.02047
 0.05138    -0.02461
 0.06653    -0.02896
 0.08454    -0.03312
 0.10514    -0.03685
 0.12781    -0.04012
 0.15181    -0.04298
 0.17645    -0.04541
 0.20128    -0.04735
 0.22619    -0.04875
 0.25135    -0.04958
 0.27707    -0.04994
 0.30333    -0.05005
 0.32955    -0.05002
 0.35565    -0.04967
 0.38185    -0.04900
 0.40820    -0.04808
 0.43466    -0.04697
 0.46113    -0.04566
 0.48756    -0.04417
 0.51390    -0.04246
 0.52101    -0.04195
 0.54081    -0.04046
 0.56011    -0.03889
 0.57878    -0.03728
 0.59671    -0.03567
 0.61379    -0.03409
 0.62989    -0.03258
 0.64491    -0.03118
 0.65875    -0.02990
 0.67136    -0.02876
 0.68270    -0.02775
 0.69273    -0.02687
 0.70139    -0.02614
 0.70865    -0.02554
 0.71446    -0.02508
 0.71882    -0.02404
 0.71882    -0.02040
 0.71405    -0.01696
 0.71131    -0.01446
 0.70940    -0.01157
 0.70884    -0.00830
 0.71013    -0.00467
 0.71378    -0.00069
 0.72038     0.00356
 0.73084     0.00780
 0.74610     0.01172
 0.76713     0.01498
 0.79487     0.01727
 0.83027     0.01826
 0.87430     0.01763
